timestamp,open,high,low,close,volume,returns,sma_5,sma_10,sma_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_position,volatility_10,volume_sma_5,high_low_range,log_returns
2024-01-01 00:29:00,4972277.798138304,4976144.673280598,4965463.495377696,4969328.076560257,127.27883392073204,-0.0002916937497933203,4972679.164508648,4978138.06423884,4989076.196059403,23.54592109744212,-7570.427744850516,-6158.446065965391,-1411.981678885125,5019555.078251512,4989076.196059403,4958597.313867294,0.17603602758996606,0.0008138978027449546,121.42290970250369,10681.177902901545,-0.00029173630068990945
2024-01-01 00:30:00,4966425.5367183,4967256.0187086025,4965507.531645943,4966337.998998254,67.21129375072879,-0.000601706612229358,4970421.4159539165,4976003.863007617,4986512.262451089,24.57610664636792,-7903.534343468957,-6507.809714465104,-1395.724629003853,5015471.626026865,4986512.262451089,4957552.898875313,0.15167978570995386,0.0005608660398183146,109.71170178032926,1748.4870626591146,-0.0006018877103018738
2024-01-01 00:31:00,4972787.579543501,4979214.139268638,4969112.510754592,4975537.038530696,129.4300422533686,0.0018522781845089487,4971149.31858779,4974902.175723734,4984525.123488187,35.05381017232776,-7395.232003237121,-6685.43490139127,-709.7971018458511,5010470.293949359,4984525.123488187,4958579.953027015,0.3267869357239023,0.0009165446207063863,117.72948057655344,10101.62851404585,0.0018505648326824298
2024-01-01 00:32:00,4977700.51084817,4980080.585908386,4973090.874098207,4975469.882589095,122.63197090214624,-1.3497224737868407e-05,4971490.203623804,4973760.09954237,4982473.951303341,38.1557358196139,-6917.477011815645,-6731.8727569638895,-185.6042548517553,5003864.340855724,4982473.951303341,4961083.561750959,0.3362800103033667,0.0009140675528190499,127.54879603259906,6989.711810179055,-1.3497315826225847e-05
2024-01-01 00:33:00,4965165.077506622,4975984.327804472,4959393.884149206,4970207.27371759,132.75319517096926,-0.0010577109289559017,4971376.054079179,4972802.268813902,4980639.546553854,39.55170493436463,-6855.995829124935,-6756.70996535695,-99.28586376798467,4999334.446336728,4980639.546553854,4961944.64677098,0.22098612569666784,0.0008668628613637794,115.86106719958897,16590.443655266427,-0.001058270699912568
2024-01-01 00:34:00,4977978.551187863,4982510.40399274,4969766.992601357,4974295.492422684,78.68631936141821,0.0008225449121030959,4972369.537251663,4972524.350880155,4979441.37689497,35.28284429631428,-6422.916543078609,-6689.924189371998,267.00764629338937,4996369.8037733575,4979441.37689497,4962512.950016583,0.3480105532175529,0.0009117633205061535,106.14256428772622,12743.411391383037,0.0008222068074283662
2024-01-01 00:35:00,4968627.399900377,4970380.762633492,4966469.435453548,4968222.65535768,110.85716362714216,-0.001220843649970993,4972746.468523549,4971583.942238733,4978080.088314801,31.82117080675519,-6466.8787089865655,-6645.300612116162,178.4219031295961,4993933.2779515805,4978080.088314801,4962226.898678022,0.1891025344750761,0.000979502959831055,114.8717382630089,3911.3271799441427,-0.0012215894866749641
2024-01-01 00:36:00,4969126.044560892,4969546.341220425,4968840.0472718645,4969260.336202263,152.91367309152304,0.00020886359500482676,4971491.128057863,4971320.223322826,4977023.661058204,32.756022587480146,-6348.502250647172,-6585.925525168492,237.4232745213194,4992225.794382501,4977023.661058204,4961821.527733907,0.24466330842088319,0.0009238712271881206,119.56846443063978,706.2939485609531,0.00020884178604084716
2024-01-01 00:37:00,4960292.1677382365,4961150.098207508,4958664.4278833615,4959522.225183627,90.20707810679566,-0.0019596701238797642,4968301.596576768,4969895.900100286,4975401.917430948,31.151502184605135,-6921.428456312977,-6653.040050538959,-268.3884057740179,4990815.102167421,4975401.917430948,4959988.732694474,-0.015133391275830134,0.0010847219514045893,113.08348587156965,2485.6703241467476,-0.0019615927896480512
2024-01-01 00:38:00,4954583.6131183095,4956483.359116403,4951035.943066061,4952935.056954936,164.95269208360853,-0.0013281860488983943,4964847.153224238,4968111.603651708,4973677.456253691,29.05619862673207,-7791.7541815703735,-6880.820723301134,-910.933458269239,4991023.391809888,4973677.456253691,4956331.520697493,-0.0979037346112893,0.001131543455127035,119.5233852540975,5447.416050342843,-0.0013290688697754685
2024-01-01 00:39:00,4953963.362356807,4954131.976120732,4953741.485920421,4953910.097871428,173.58445724369966,0.00019686123586915016,4960770.074313987,4966569.805782826,4972353.935010833,29.573095924790593,-8309.041413499042,-7166.502835006792,-1142.53857849225,4991493.149201152,4972353.935010833,4953214.720820514,0.018166290527918613,0.0011452346354994152,138.5030128305538,390.4902003109455,0.00019684186123875694
2024-01-01 00:40:00,4957831.796169027,4958447.373312704,4956952.850479908,4957568.394919008,188.698791437337,0.0007384665799954337,4958639.222226253,4965692.845374901,4970848.354191259,37.201916709198564,-8338.285371800885,-7400.884266074399,-937.4011057264852,4989645.657066869,4970848.354191259,4952051.0513156485,0.14675891642195155,0.0011850424389262231,154.07133839259276,1494.5228327959776,0.0007381940477129503
2024-01-01 00:41:00,4958424.600767319,4958618.271217395,4958224.294702841,4958417.964893727,67.5596619472794,0.00017136828118990977,4956470.747964545,4963980.938011204,4969441.556867469,36.038389077617325,-8200.269457266666,-7560.774906304229,-639.4945509624367,4987486.10294971,4969441.556867469,4951397.010785229,0.19454504636744765,0.0009639523033990547,137.00053616374404,393.9765145536512,0.00017135359932332432
2024-01-01 00:42:00,4958336.891945053,4960998.746989041,4955182.941649181,4957844.532372724,122.37395907914944,-0.00011564828238808111,4956135.209402366,4962218.402989566,4967989.251265969,37.69391995973706,-8042.434159421362,-7657.113313379892,-385.32084604146985,4984750.505432443,4967989.251265969,4951227.9970994955,0.19737590061916027,0.0009605940571912529,143.4339123582148,5815.805339859799,-0.00011565497016631579
2024-01-01 00:43:00,4956400.966878257,4956601.905675272,4956150.77026191,4956351.707061869,51.50704715822474,-0.00030110369558944416,4956818.539423751,4960832.846323995,4966817.557568948,37.66318658663479,-7942.083576398902,-7714.110469204027,-227.9731071948745,4983381.850257673,4966817.557568948,4950253.264880222,0.18408399006972775,0.0009282965505213372,120.74478337313806,451.1354133626446,-0.00030114903640894694
2024-01-01 00:44:00,4949112.578704889,4949211.299603111,4948924.912946996,4949023.632070983,107.54135605327376,-0.0014785219903674651,4955841.246263662,4958305.660288824,4965415.0055844905,34.79330020683514,-8340.196993290447,-7839.333228241708,-500.86376504873897,4983038.897054121,4965415.0055844905,4947791.11411486,0.03496724767758125,0.000909993415730492,107.53616313505286,286.38665611483157,-0.0014796160825646918
2024-01-01 00:45:00,4944935.899124834,4948933.412151505,4941463.961803745,4945461.106072228,157.20441335099332,-0.0007198442083946599,4953419.788494307,4956029.505360279,4963806.723799506,20.682538094733786,-8833.047944335267,-8038.083096882574,-794.964847452693,4982572.075769052,4963806.723799506,4945041.3718299605,0.011183756183979215,0.0008797264156239843,101.23728751778413,7469.450347760692,-0.0007201034206392599
2024-01-01 00:46:00,4942485.420180937,4947094.150504107,4938574.856585888,4943183.0349464975,82.65496982858487,-0.0004606387709598092,4950372.80250486,4953421.775234703,4962370.999278764,19.827892794487383,-9295.145454590209,-8289.502576976305,-1005.6428776139037,4982845.92329031,4962370.999278764,4941896.075267218,0.03142770343259238,0.0008481843901956136,104.25634909404523,8519.293918218464,-0.00046074489759041006
2024-01-01 00:47:00,4950292.262507647,4952314.053476355,4946387.561961624,4948408.583601008,69.59515723360396,0.0010571222262190094,4948485.612750517,4952310.411076441,4961103.155588364,29.614971798642287,-9143.46939513553,-8460.299749512376,-683.169645623153,4981746.868846164,4961103.155588364,4940459.442330564,0.1925317691438181,0.0008174250253485555,93.70058872493613,5926.491514731199,0.0010565638659871216
2024-01-01 00:48:00,4949754.146739043,4950746.572029758,4949116.567705822,4950108.947294591,167.07067075702324,0.0003436182895684148,4947237.060797062,4952027.800110406,4960069.701881057,26.32462858084935,-8787.37180149462,-8525.715326961727,-261.6564745328942,4980743.523703411,4960069.701881057,4939395.880058702,0.2590974065642979,0.0007331185633939111,116.81331344469584,1630.0043239360675,0.0003435592663245421
2024-01-01 00:49:00,4941278.88518576,4941553.749183237,4941106.846029513,4941381.70644709,62.00951037934484,-0.0017630401553627717,4945708.675672282,4950774.960967973,4958672.383375399,25.0242180926612,-9090.43136018794,-8638.660145609287,-451.7712145786536,4980459.18047843,4958672.383375399,4936885.586272367,0.10318451476507141,0.0009006065848355643,107.70694430991004,446.9031537240371,-0.001764596139768421
2024-01-01 00:50:00,4942421.301426326,4943659.648582503,4941744.858782959,4942983.12904481,171.14388043444626,0.0003240839693947617,4945213.0802668,4949316.434380553,4957504.639877726,25.80264856469617,-9098.489304359071,-8730.627027435405,-367.8622769236663,4980051.783700051,4957504.639877726,4934957.496055402,0.17797449319195097,0.0008584757808456824,110.49483772660065,1914.789799544029,0.0003240314655286203
2024-01-01 00:51:00,4941098.815673108,4941134.071285137,4941044.41835397,4941079.673829419,187.2708230607344,-0.00038508228041622683,4944792.408043384,4947582.605274122,4955781.771642663,30.153523643729585,-9150.096919210628,-8814.521772117365,-335.5751470932628,4977786.659417822,4955781.771642663,4933776.883867503,0.1659356329496788,0.0008428325773961187,131.41800837303055,89.65293116681278,-0.0003851564436374781
2024-01-01 00:52:00,4936771.1742277015,4938811.388769927,4935694.943856244,4937734.948292939,167.4272926979986,-0.0006769220003058907,4942657.68098177,4945571.646866144,4953895.0249278555,32.41566449740621,-9348.605039909482,-8921.339206245062,-427.2658336644199,4975253.575615667,4953895.0249278555,4932536.474240044,0.12169538394432045,0.0008441867435536138,150.98443546590948,3116.444913683459,-0.0006771512154494926
2024-01-01 00:53:00,4942195.748902557,4944280.958921212,4938670.641440347,4940755.243681391,169.86232186579315,0.0006116762888408456,4940786.94025913,4944012.000528095,4952422.423426045,35.46933890693285,-9159.880357979797,-8969.047715496266,-190.83264248353044,4973095.746192671,4952422.423426045,4931749.100659419,0.21782040370672498,0.0009040198115440758,151.54276568766346,5610.317480864935,0.000611489291150497
2024-01-01 00:54:00,4948551.51798885,4952466.37441565,4941936.44141832,4945849.159978395,159.0744214610208,0.0010309995224959678,4941680.430965391,4943694.553318838,4951000.106803831,37.45303370086585,-8506.560673901811,-8876.549874582988,369.98920068117695,4969089.951329399,4951000.106803831,4932910.2622782625,0.3576287701601018,0.0008933207396413949,170.95574790399866,10529.932997330092,0.0010304684075097923
2024-01-01 00:55:00,4950574.672225324,4950699.000212992,4950330.805987705,4950455.13097323,73.35388966338994,0.0009312801191161402,4943174.831351074,4944193.955808937,4950111.730584608,42.109423117689055,-7534.818698567338,-8608.202635373638,1073.3839368063,4966283.820446531,4950111.730584608,4933939.6407226855,0.5106170690230414,0.0009110052893982976,151.39774974978735,368.1942252870649,0.0009308467468258046
2024-01-01 00:56:00,4947302.446673232,4949015.0810128935,4944588.334746676,4946300.62227939,78.03609446751773,-0.0008392175232226906,4944219.021041069,4944505.714542227,4948963.744888465,39.31889767692668,-7015.170650107786,-8289.595284679172,1274.4246345713855,4962448.99106523,4948963.744888465,4935478.4987117,0.4012579164604483,0.0009442133079413013,129.55080403114405,4426.746266217902,-0.0008395698633888192
2024-01-01 00:57:00,4943358.996657766,4946400.564113808,4941730.062793431,4944771.1649123,199.7841209878443,-0.00030921237585124217,4945626.264364941,4944141.972673355,4948226.191874898,39.29226213940713,-6648.722894719802,-7961.420020863659,1312.6971261438575,4960867.085313382,4948226.191874898,4935585.298436414,0.3633392892910771,0.0008812024430212447,136.02216968911318,4670.501320376992,-0.00030926019185505274
2024-01-01 00:58:00,4946688.51589957,4949245.659670169,4943852.18740184,4946409.186775895,185.244684422954,0.0003312634314036611,4946757.052983842,4943771.996621487,4947899.8983659465,47.29831872828693,-6156.3982492387295,-7600.4149749903945,1444.016725751665,4960364.683592148,4947899.8983659465,4935435.113139745,0.44020307759021404,0.0008805615683660943,139.09864220054536,5393.472268329002,0.00033120857578727386
2024-01-01 00:59:00,4952094.446924737,4953103.337392068,4950225.916857584,4951234.632154807,51.3647271921164,0.0009755451271222793,4947834.147419125,4944757.289192257,4947766.125080115,55.814407922572265,-5319.059430817142,-7144.1431669212325,1825.0837361040903,4960014.877381771,4947766.125080115,4935517.372778459,0.6415861382968547,0.0007054932083795371,117.55670334676446,2877.420534483157,0.0009750695922201285
2024-01-01 01:00:00,4948966.269444381,4949273.812503855,4948554.591485722,4948862.128073551,183.2408294767259,-0.00047917423784538116,4947515.546839189,4945345.189095132,4947330.811737842,55.708448640354675,-4790.056803141721,-6673.325316944327,1883.2685138026063,4958700.007940951,4947330.811737842,4935961.615534733,0.5673449691760135,0.0007348429225543471,139.53409130943166,719.2210181327537,-0.00047928907850774505
2024-01-01 01:01:00,4947901.429993486,4948466.285989924,4947378.475826989,4947943.327395203,141.0459674411398,-0.00018565897666378284,4947844.087862352,4946031.55445171,4946807.079862916,49.488010730895176,-4393.703556399792,-6217.400517665677,1823.696961265885,4956921.610991212,4946807.079862916,4936692.54873462,0.5561690659643133,0.000722237430886753,152.13606590415606,1087.810162935406,-0.00018567621342506342
2024-01-01 01:02:00,4943665.932544936,4944946.593411895,4941188.893778766,4942469.244642706,90.2898399371896,-0.001106334974006029,4947383.703808432,4946504.984086687,4946038.315476415,42.237628228847306,-4466.570359028876,-5867.234211184626,1400.6638521557497,4954877.394347126,4946038.315476415,4937199.236605704,0.2981084406014563,0.00078608614555505,130.23720969402513,3757.6996331298724,-0.0011069474142944603
2024-01-01 01:03:00,4936543.513348694,4937863.245675635,4935237.301442573,4936557.030192949,62.91741657595607,-0.001196206624080709,4945413.272491843,4946085.162737843,4945048.58163297,44.800415090032324,-4941.146159650758,-5682.016484614801,740.870324964043,4953447.222006733,4945048.58163297,4936649.941259207,-0.00553131591088123,0.0008588646549235679,105.77175612462554,2625.9442330617458,-0.0011969226502916107
2024-01-01 01:04:00,4940326.825107989,4940907.409893514,4939987.542038734,4940568.110253702,116.30993196771124,0.0008125258223941056,4943279.968111622,4945557.057765373,4944625.805542106,47.525822575554024,-4938.59326584544,-5533.331766196201,594.7385003507607,4953033.19973059,4944625.805542106,4936218.411353622,0.25868294043106604,0.0008296119924637569,118.76079707974452,919.8678547795862,0.0008121959019885475
2024-01-01 01:05:00,4944873.677223998,4954487.200843236,4937658.677425005,4947268.706488709,128.27463129577842,0.001356240028570932,4942961.283794654,4945238.415316922,4944716.185562929,55.77317689739908,-4348.831720369868,-5296.431661859988,947.5999414901198,4953199.905494499,4944716.185562929,4936232.465631359,0.6504364209549933,0.0008968390424093502,107.76755744355503,16828.523418231867,0.0013553211657685628
2024-01-01 01:06:00,4947031.185251256,4947258.641786874,4946685.001991159,4946912.453067664,156.95214377926112,-7.201012158031261e-05,4942755.108929146,4945299.598395748,4944902.656468987,59.06632485687549,-3865.466547297314,-5010.238546968532,1144.7719996712185,4953408.403821044,4944902.656468987,4936396.909116931,0.6181434455721717,0.0008549957104400162,110.9487927111793,573.6397957149893,-7.201271443359283e-05
2024-01-01 01:07:00,4951866.231583497,4951916.520069455,4951826.5540563725,4951876.842457309,57.94039033532274,0.0010035328978921232,4944636.628492067,4946010.16615025,4945076.069411803,60.58046277153112,-3048.6451991824433,-4617.919776542201,1569.274577359758,4954013.254412518,4945076.069411803,4936138.884411088,0.8804762374820687,0.0008996886643474208,104.4789027908059,89.9660130823031,0.0010030296953789262
2024-01-01 01:08:00,4952467.655297936,4955565.173490756,4950570.560981112,4953667.619515141,136.54041850172595,0.00036163602504757364,4948058.746356505,4946736.009424174,4945254.00302283,57.93686124799842,-2231.7590855974704,-4140.687540192278,1908.9284545948076,4954738.058625978,4945254.00302283,4935769.947419682,0.9435663836427465,0.0009004421456188027,119.2035031759599,4994.61250964459,0.00036157065050098676
2024-01-01 01:09:00,4948544.392466737,4953264.131671574,4945753.258651764,4950471.910676044,103.42909151920692,-0.0006451197546049059,4950039.506440974,4946659.737276297,4945708.513234278,50.01753590715134,-1820.1793884662911,-3676.5858334789336,1856.4064450126425,4955282.051485849,4945708.513234278,4936134.974982708,0.7487793601798607,0.0008803728069162408,116.62733508625904,7510.873019809835,-0.0006453279338923255
2024-01-01 01:10:00,4951951.920746216,4953622.07676977,4950590.918391139,4952260.9894697545,113.03744027113127,0.0003613956055081857,4951037.963037183,4946999.623415918,4946172.406255525,56.55296341941567,-1334.8210296705365,-3208.2328110630915,1873.411781392555,4956083.094858089,4946172.406255525,4936261.71765296,0.8071725617861809,0.0008712164220011829,113.57989688132959,3031.1583786308765,0.0003613303178456547
2024-01-01 01:11:00,4960432.700810364,4964900.637196677,4955410.3114263145,4959877.747958242,50.8797091830742,0.0015380365664658946,4953631.022015298,4948193.065472222,4947112.309961966,64.64789548078731,-333.96228998340666,-2633.378646307945,2299.4163563245384,4958451.90425358,4947112.309961966,4935772.715670353,1.062870137502045,0.000979073661796675,92.36540996209223,9490.32577036228,0.0015368549995995449
2024-01-01 01:12:00,4960155.580094283,4960697.87218456,4959157.812896168,4959700.055184064,90.60254064525968,-3.582603910967652e-05,4955195.66456065,4949916.146526357,4948210.565306523,63.262914852068505,439.8317234739661,-2018.736520568066,2458.5682440420323,4959972.936314239,4948210.565306523,4936448.194298807,0.9884002498307646,0.0008675122859021666,98.89784002407961,1540.0592883918434,-3.582668087754371e-05
2024-01-01 01:13:00,4967173.087642601,4968568.758112192,4966064.612016734,4967460.218410148,135.33821087670745,0.0015646436558138799,4957954.184339652,4953006.465348078,4949545.814042961,65.29558407654586,1658.1506527019665,-1283.359036349715,2941.5096890516816,4963587.016990358,4949545.814042961,4935504.611095564,1.1379227062773978,0.0007530895482333355,98.65739849907591,2504.146095458418,0.0015634208762390766
2024-01-01 01:14:00,4954755.934147981,4955669.936585422,4953532.793422941,4954446.738823207,111.54555828089931,-0.00261974510408991,4958749.149969083,4954394.328205029,4949975.692985201,54.38482758306729,1558.6230282830074,-714.9625927752951,2273.5856210583024,4964066.7199944,4949975.692985201,4935884.665976003,0.6586486859718316,0.001265616080232025,100.28069185141437,2137.1431624805555,-0.0026231826412550538
2024-01-01 01:15:00,4958487.748939923,4959048.898468997,4957957.664797236,4958518.81100564,57.37225855177656,0.0008219025043751937,4960000.714276261,4955519.338656722,4950378.876986821,57.91171309693323,1786.8461087075993,-214.6008308951541,2001.4469396027534,4964979.884942437,4950378.876986821,4935777.869031206,0.7787456196025193,0.0012258437818532596,89.14765550754345,1091.2336717611179,0.0008215649274693841
2024-01-01 01:16:00,4958823.486864992,4960329.078540592,4957444.879148474,4958950.435530942,95.24933624467232,8.704706823814412e-05,4959815.251790801,4956723.136903049,4951011.3676494,63.3360471308482,1979.6226013433188,224.24387069651445,1755.3787306468043,4965960.322014672,4951011.3676494,4936062.413284128,0.7655392373123271,0.001222548247719088,98.02158091986306,2884.1993921184912,8.70432798619428e-05
2024-01-01 01:17:00,4957127.700884952,4958933.310513104,4955662.163782111,4957467.672900123,178.15992699885203,-0.0002990073504658408,4959368.775334012,4957282.219947331,4951646.19304879,68.22677323675748,1990.074111070484,577.4099285211585,1412.6641825493255,4966557.665533935,4951646.19304879,4936734.7205636455,0.6952013745501013,0.001201816829918818,115.53305819058153,3271.146730992943,-0.00029905206207661274
2024-01-01 01:18:00,4956317.399139039,4960020.851848736,4954219.800611265,4957922.573983438,87.79973324661076,9.176077653560988e-05,4957461.2464486705,4957707.71539416,4952221.862409167,66.12680782809403,2011.7869309391826,864.2853353405753,1147.5015955986073,4967170.97520905,4952221.862409167,4937272.749609284,0.6906705652229737,0.001198651514944371,106.02536266456221,5801.051237471402,9.175656677308008e-05
2024-01-01 01:19:00,4949995.547495642,4952286.584153381,4945778.216508052,4948068.361194391,137.2383256774633,-0.0019875689146008346,4956185.5709229065,4957467.360445996,4952063.548861146,50.70194563160383,1221.320799427107,935.6924294195359,285.6283700075711,4967123.335392928,4952063.548861146,4937003.762329364,0.36735576701821665,0.0013547115362863868,111.16391614387499,6508.3676453288645,-0.0019895467508544156
2024-01-01 01:20:00,4945402.9155079685,4952872.555958665,4939513.648986101,4946981.409676338,171.0660530479269,-0.0002196718878376691,4953878.090657046,4956939.402466653,4951969.512941286,50.059764191292636,501.5519785294309,848.8643380142192,-347.3123594847883,4967136.573842904,4951969.512941286,4936802.452039668,0.3355613095607617,0.0013476563735919976,133.90267504310503,13358.906972563826,-0.00021969601924088083
2024-01-01 01:21:00,4948843.367781812,4950890.298744298,4946701.147396019,4948748.038928769,67.51218541531932,0.0003571125715118306,4951837.611336611,4955826.431563706,4952009.748517964,47.12915945170112,72.61565457936376,693.6145995717119,-620.9989449923481,4967136.05251289,4952009.748517964,4936883.444523038,0.39218418490433554,0.0012345997685585964,128.35524487723447,4189.151348278858,0.00035704882199418263
2024-01-01 01:22:00,4956293.644404073,4956559.227189009,4955796.193824783,4956061.764184427,96.2528182514298,0.0014778940447415234,4951556.429593472,4955462.602463743,4952689.37449505,51.9945966122622,318.252967745997,618.5422725274454,-300.28930478144844,4967220.530728182,4952689.37449505,4938158.218261918,0.6160399638979954,0.0013478308658816337,111.97382312775002,763.0333642261103,0.0014768030341375496
2024-01-01 01:23:00,4955467.423750384,4958139.69112835,4950821.982214998,4953493.184972126,164.6143379868319,-0.0005182702182736643,4950670.551791211,4954065.899119941,4953536.182234009,52.543647015423936,302.468091705814,555.327435905633,-252.85934419981902,4965924.935993656,4953536.182234009,4941147.428474362,0.498264665570204,0.0012217559112051577,127.33674407579424,7317.708913351409,-0.000518404566704438
2024-01-01 01:24:00,4949055.803841312,4950208.3806864,4948335.803498113,4949488.317420102,105.69063807580906,-0.0008084936028930345,4950954.543036352,4953570.05697963,4953982.192592328,47.749615980327576,-32.3950583441183,437.7829363751466,-470.1779947192649,4964968.036186673,4953982.192592328,4942996.348997984,0.29546972730704996,0.0009377347807334491,121.02720655546341,1872.5771882878616,-0.0008088206101133714
2024-01-01 01:25:00,4947009.138599223,4948263.226834602,4945750.789639704,4947004.876794697,158.82022526752442,-0.000501757043584572,4950959.2364600245,4952418.663558535,4953969.001107628,38.60224906292404,-492.2421978190541,251.7779086747901,-744.0201064938442,4964989.366631208,4953969.001107628,4942948.635584049,0.1840338780945602,0.0008851322439237541,118.57804099938289,2512.4371948977932,-0.0005018829657732905
2024-01-01 01:26:00,4951516.756198705,4952090.059240376,4950960.07436198,4951533.375535197,131.12405959573096,0.0009154021177020244,4951516.30378131,4951676.957558962,4954200.047231005,43.28639967636627,-486.0723589193076,104.20785460917236,-590.28021352848,4964782.554373646,4954200.047231005,4943617.540088363,0.3740056746542247,0.0009543708413062648,131.30041583546523,1129.984878395684,0.0009149833926984975
2024-01-01 01:27:00,4954625.802035842,4956926.710641587,4950860.969177663,4953161.19762692,75.75172925648253,0.00032875110965968624,4950936.190469808,4951246.31003164,4954264.264989485,36.92710369126498,-345.98159921262413,14.169963577915789,-360.1515627905399,4964802.909388813,4954264.264989485,4943725.620590157,0.4476655952716776,0.0009640237172223607,127.20019803647578,6065.741463923827,0.0003286970828542255
2024-01-01 01:28:00,4950703.223172671,4952188.9613047205,4949051.521631171,4950537.209941574,154.9291805603858,-0.000529760203767049,4950344.995463697,4950507.773627454,4954107.744510807,45.587446670358084,-441.3967115385458,-76.94337166144467,-364.45333987710114,4964775.890433051,4954107.744510807,4943439.5985885635,0.3326543995902798,0.0009712631624002648,125.26316655118656,3137.4396735494956,-0.0005299005762818339
2024-01-01 01:29:00,4952660.708948073,4955450.515638325,4950288.552722218,4953078.159467854,70.75963789521869,0.0005132674331134179,4951062.963873249,4951008.753454801,4954238.056950398,43.63948469478368,-308.6083052502945,-123.27635846711468,-185.33194678317983,4964782.154663638,4954238.056950398,4943693.959237157,0.44499778387449507,0.0007394587988140749,118.2769665150685,5161.962916106917,0.0005131357564394428
